b_acc,epoch,epoch_loss,loss,lr-AdamW,step
,,,,3.6e-05,9
0.0,0,,0.012588459998369217,,9
,,,,7.6e-05,19
0.4921875,0,,0.15319539606571198,,19
,,,,0.000116,29
0.5531250238418579,0,,0.3100177049636841,,29
,,,,0.00015600000000000002,39
0.0,0,,0.0022793866228312254,,39
,,,,0.000196,49
0.5475000143051147,0,,0.08387388288974762,,49
,,,,0.0002,59
0.5755208134651184,0,,0.3526541292667389,,59
,,,,0.0002,69
0.5910714268684387,0,,0.04541878029704094,,69
,,,,0.0002,79
0.6019531488418579,0,,0.04703325778245926,,79
,,,,0.0002,89
0.0,0,,0.001030859537422657,,89
,,,,0.0002,99
0.0,0,,0.0029741981998085976,,99
,,,,0.0002,109
0.5710227489471436,0,,0.0882149487733841,,109
,,,,0.0002,119
0.0,0,,0.0011684829369187355,,119
,,,,0.0002,129
0.0,0,,0.0007261851569637656,,129
,,,,0.0002,139
0.0,0,,0.001433118712157011,,139
,,,,0.0002,149
0.0,0,,0.0017383107915520668,,149
,0,0.11288842558860779,,,158
,,,,0.0002,159
0.0,1,,0.00047330951201729476,,159
,,,,0.0002,169
0.0,1,,0.0007721642032265663,,169
,,,,0.0002,179
0.5565476417541504,1,,0.14784081280231476,,179
,,,,0.0002,189
0.569556474685669,1,,0.12592299282550812,,189
,,,,0.0002,199
0.5663110017776489,1,,0.15646247565746307,,199
,,,,0.0002,209
0.5906862616539001,1,,0.029577117413282394,,209
,,,,0.0002,219
0.0,1,,0.0010723567102104425,,219
,,,,0.0002,229
0.0,1,,0.0006176283350214362,,229
,,,,0.0002,239
0.5883487462997437,1,,0.047335632145404816,,239
,,,,0.0002,249
0.5844780206680298,1,,0.1534474492073059,,249
,,,,0.0002,259
0.5779703259468079,1,,0.34960323572158813,,259
,,,,0.0002,269
0.5869932174682617,1,,0.3788280487060547,,269
,,,,0.0002,279
0.5911673307418823,1,,0.16453835368156433,,279
,,,,0.0002,289
0.5734732747077942,1,,0.11066984385251999,,289
,,,,0.0002,299
0.5742464661598206,1,,0.5008031725883484,,299
,,,,0.0002,309
0.5720198750495911,1,,0.10194374620914459,,309
,1,0.09876368939876556,,,317
,,,,0.0002,319
0.0,2,,0.009767103008925915,,319
,,,,0.0002,329
0.4375,2,,0.10435672104358673,,329
,,,,0.0002,339
0.0,2,,0.001978483749553561,,339
,,,,0.0002,349
0.51953125,2,,0.2864328622817993,,349
,,,,0.0002,359
0.5208333134651184,2,,0.02272801101207733,,359
,,,,0.0002,369
0.0,2,,0.00191176263615489,,369
,,,,0.0002,379
0.5302419066429138,2,,0.38166701793670654,,379
,,,,0.0002,389
0.53515625,2,,0.21194866299629211,,389
,,,,0.0002,399
0.5445883870124817,2,,0.14773650467395782,,399
,,,,0.0002,409
0.0,2,,0.0016893396386876702,,409
,,,,0.0002,419
0.5373774766921997,2,,0.23113718628883362,,419
,,,,0.0002,429
0.5318080186843872,2,,0.19296714663505554,,429
,,,,0.0002,439
0.5427766442298889,2,,0.197518453001976,,439
,,,,0.0002,449
0.0,2,,0.002174998400732875,,449
,,,,0.0002,459
0.5477553009986877,2,,0.2810407280921936,,459
,,,,0.0002,469
0.5581825375556946,2,,0.1788386106491089,,469
,2,0.09689809381961823,,,476
,,,,0.0002,479
0.875,3,,0.06733720004558563,,479
,,,,0.0002,489
0.620192289352417,3,,0.15096478164196014,,489
,,,,0.0002,499
0.0,3,,0.00035794972791336477,,499
,,,,0.0002,509
0.5577651262283325,3,,0.08144621551036835,,509
,,,,0.0002,519
0.0,3,,0.00031563715310767293,,519
,,,,0.0002,529
0.4941037595272064,3,,0.13115324079990387,,529
,,,,0.0002,539
0.0,3,,0.0016444639768451452,,539
,,,,0.0002,549
0.47003424167633057,3,,0.046124402433633804,,549
,,,,0.0002,559
0.4984939694404602,3,,0.0693899616599083,,559
,,,,0.0002,569
0.0,3,,0.001372689614072442,,569
,,,,0.0002,579
0.0,3,,0.00041831721318885684,,579
,,,,0.0002,589
0.0,3,,0.003512156195938587,,589
,,,,0.0002,599
0.48526424169540405,3,,0.05866791307926178,,599
,,,,0.0002,609
0.5007048845291138,3,,0.24829132854938507,,609
,,,,0.0002,619
0.5067744851112366,3,,0.1533408761024475,,619
,,,,0.0002,629
0.0,3,,0.00029349076794460416,,629
,3,0.07155634462833405,,,635
,,,,0.0002,639
0.875,4,,0.14934122562408447,,639
,,,,0.0002,649
0.6227678656578064,4,,0.151951402425766,,649
,,,,0.0002,659
0.0,4,,0.0002609274524729699,,659
,,,,0.0002,669
0.546875,4,,0.1103452742099762,,669
,,,,0.0002,679
0.5490056872367859,4,,0.0,,679
,,,,0.0002,689
0.5104166865348816,4,,0.1767200380563736,,689
,,,,0.0002,699
0.0,4,,0.0009668590500950813,,699
,,,,0.0002,709
0.5071790814399719,4,,0.0435362309217453,,709
,,,,0.0002,719
0.515252947807312,4,,0.23003016412258148,,719
,,,,0.0002,729
0.0,4,,0.0015501688467338681,,729
,,,,0.0002,739
0.0,4,,0.004366037901490927,,739
,,,,0.0002,749
0.5416666865348816,4,,0.022794147953391075,,749
,,,,0.0002,759
0.0,4,,0.0010183928534388542,,759
,,,,0.0002,769
0.5366138219833374,4,,0.04536619782447815,,769
,,,,0.0002,779
0.0,4,,0.00024296768242493272,,779
,,,,0.0002,789
0.5383522510528564,4,,0.09430529922246933,,789
,4,0.08417530357837677,,,794
,,,,0.0002,799
0.0,5,,0.004905169829726219,,799
,,,,0.0002,809
0.0,5,,0.0024040164425969124,,809
,,,,0.0002,819
0.0,5,,0.0005371166625991464,,819
,,,,0.0002,829
0.0,5,,0.0008893476915545762,,829
,,,,0.0002,839
0.34375,5,,0.1378631889820099,,839
,,,,0.0002,849
0.0,5,,0.0003507909714244306,,849
,,,,0.0002,859
0.4100961685180664,5,,0.0,,859
,,,,0.0002,869
0.0,5,,0.0010467544198036194,,869
,,,,0.0002,879
0.0,5,,0.0007168541196733713,,879
,,,,0.0002,889
0.4371710419654846,5,,0.0471978634595871,,889
,,,,0.0002,899
0.43809524178504944,5,,0.0338665246963501,,899
,,,,0.0002,909
0.0,5,,0.00807861052453518,,909
,,,,0.0002,919
0.0,5,,0.006129729561507702,,919
,,,,0.0002,929
0.0,5,,0.0009777243249118328,,929
,,,,0.0002,939
0.4685344696044922,5,,0.03683948516845703,,939
,,,,0.0002,949
0.48024192452430725,5,,0.11708663403987885,,949
,5,0.06273777037858963,,,953
,,,,0.0002,959
0.0,6,,0.0014527300372719765,,959
,,,,0.0002,969
0.451171875,6,,0.147638201713562,,969
,,,,0.0002,979
0.0,6,,0.0030478881672024727,,979
,,,,0.0002,989
0.484375,6,,0.11485078185796738,,989
,,,,0.0002,999
0.0,6,,0.0009022869635373354,,999
,,,,0.0002,1009
0.0,6,,0.004261353053152561,,1009
,,,,0.0002,1019
0.0,6,,0.0027735228650271893,,1019
,,,,0.0002,1029
0.0,6,,0.012824608013033867,,1029
,,,,0.0002,1039
0.0,6,,0.001244229730218649,,1039
,,,,0.0002,1049
0.0,6,,0.00032761244801804423,,1049
,,,,0.0002,1059
0.47788915038108826,6,,0.18276798725128174,,1059
,,,,0.0002,1069
0.48195043206214905,6,,0.0,,1069
,,,,0.0002,1079
0.4910714328289032,6,,0.3279269337654114,,1079
,,,,0.0002,1089
0.4896599352359772,6,,0.035982582718133926,,1089
,,,,0.0002,1099
0.0,6,,0.002590789459645748,,1099
,,,,0.0002,1109
0.5158253312110901,6,,0.08984038978815079,,1109
,6,0.08367636054754257,,,1112
,,,,0.0002,1119
0.6428571343421936,7,,0.10314381122589111,,1119
,,,,0.0002,1129
0.5386029481887817,7,,0.059087228029966354,,1129
,,,,0.0002,1139
0.47453704476356506,7,,0.023844942450523376,,1139
,,,,0.0002,1149
0.5202702879905701,7,,0.025321219116449356,,1149
,,,,0.0002,1159
0.0,7,,0.0005285374936647713,,1159
,,,,0.0002,1169
0.0,7,,0.002953812014311552,,1169
,,,,0.0002,1179
0.41044774651527405,7,,0.16817180812358856,,1179
,,,,0.0002,1189
0.41680195927619934,7,,0.040718596428632736,,1189
,,,,0.0002,1199
0.0,7,,0.000543509959243238,,1199
,,,,0.0002,1209
0.0,7,,0.0018372619524598122,,1209
,,,,0.0002,1219
0.3419976532459259,7,,0.103971466422081,,1219
,,,,0.0002,1229
0.34375,7,,0.23960348963737488,,1229
,,,,0.0002,1239
0.0,7,,0.00448249839246273,,1239
,,,,0.0002,1249
0.35880473256111145,7,,0.09575875103473663,,1249
,,,,0.0002,1259
0.0,7,,0.0033952039666473866,,1259
,,,,0.0002,1269
0.37539809942245483,7,,0.07878946512937546,,1269
,7,0.04153057560324669,,,1271
,,,,0.0002,1279
0.0,8,,0.0009210150456055999,,1279
,,,,0.0002,1289
0.0,8,,0.00033741825609467924,,1289
,,,,0.0002,1299
0.3895089328289032,8,,0.10677190124988556,,1299
,,,,0.0002,1309
0.37664473056793213,8,,0.1068783774971962,,1309
,,,,0.0002,1319
0.3684895932674408,8,,0.04768158122897148,,1319
,,,,0.0002,1329
0.3976293206214905,8,,0.024807283654808998,,1329
,,,,0.0002,1339
0.0,8,,0.00026152527425438166,,1339
,,,,0.0002,1349
0.0,8,,0.00143888418097049,,1349
,,,,0.0002,1359
0.43039771914482117,8,,0.05765629559755325,,1359
,,,,0.0002,1369
0.0,8,,0.0010975192999467254,,1369
,,,,0.0002,1379
0.0,8,,0.0045401183888316154,,1379
,,,,0.0002,1389
0.0,8,,0.008138378150761127,,1389
,,,,0.0002,1399
0.46044921875,8,,0.11211679130792618,,1399
,,,,0.0002,1409
0.0,8,,0.003209212562069297,,1409
,,,,0.0002,1419
0.0,8,,0.0008378643542528152,,1419
,,,,0.0002,1429
0.0,8,,0.0023708431981503963,,1429
,8,0.06768482178449631,,,1430
,,,,0.0002,1439
0.0,9,,0.003930170554667711,,1439
,,,,0.0002,1449
0.0,9,,0.0020862300880253315,,1449
,,,,0.0002,1459
0.0,9,,0.0018424175214022398,,1459
,,,,0.0002,1469
0.5801281929016113,9,,0.04332482069730759,,1469
,,,,0.0002,1479
0.6071428656578064,9,,0.024805821478366852,,1479
,,,,0.0002,1489
0.6414194703102112,9,,0.04852733016014099,,1489
,,,,0.0002,1499
0.6245471239089966,9,,0.14835917949676514,,1499
,,,,0.0002,1509
0.0,9,,0.0012819902040064335,,1509
,,,,0.0002,1519
0.0,9,,0.008228220045566559,,1519
,,,,0.0002,1529
0.0,9,,0.00120479054749012,,1529
,,,,0.0002,1539
0.5673738718032837,9,,0.15121948719024658,,1539
,,,,0.0002,1549
0.0,9,,0.002828722819685936,,1549
,,,,0.0002,1559
0.0,9,,0.001289095962420106,,1559
,,,,0.0002,1569
0.0,9,,0.0027767254505306482,,1569
,,,,0.0002,1579
0.5398489832878113,9,,0.11475206911563873,,1579
,,,,0.0002,1589
0.0,9,,0.0015793362399563193,,1589
,9,0.0781099796295166,,,1589
,,,,6e-05,1599
0.4593749940395355,10,,0.024905718863010406,,1599
,,,,6e-05,1609
0.0,10,,0.004472851753234863,,1609
,,,,6e-05,1619
0.503125011920929,10,,0.1481146216392517,,1619
,,,,6e-05,1629
0.46562498807907104,10,,0.058744050562381744,,1629
,,,,6e-05,1639
0.0,10,,0.000228722085012123,,1639
,,,,6e-05,1649
0.43177083134651184,10,,0.11539570987224579,,1649
,,,,6e-05,1659
0.0,10,,0.0015245191752910614,,1659
,,,,6e-05,1669
0.0,10,,0.0021133311092853546,,1669
,,,,6e-05,1679
0.0,10,,0.0030964037869125605,,1679
,,,,6e-05,1689
0.0,10,,0.0017821351066231728,,1689
,,,,6e-05,1699
0.39943182468414307,10,,0.35498732328414917,,1699
,,,,6e-05,1709
0.0,10,,0.001558776362799108,,1709
,,,,6e-05,1719
0.0,10,,0.0026302803307771683,,1719
,,,,6e-05,1729
0.3794642984867096,10,,0.035620059818029404,,1729
,,,,6e-05,1739
0.0,10,,0.0008270262042060494,,1739
,10,0.05151601508259773,,,1748
,,,,6e-05,1749
0.0,11,,0.0012792538618668914,,1749
,,,,6e-05,1759
0.0,11,,0.0018531130626797676,,1759
,,,,6e-05,1769
0.3333333432674408,11,,0.09041449427604675,,1769
,,,,6e-05,1779
0.34375,11,,0.35816067457199097,,1779
,,,,6e-05,1789
0.0,11,,0.00038122833939269185,,1789
,,,,6e-05,1799
0.33149510622024536,11,,0.11982836574316025,,1799
,,,,6e-05,1809
0.0,11,,0.0006802229327149689,,1809
,,,,6e-05,1819
0.0,11,,0.001047860481776297,,1819
,,,,6e-05,1829
0.0,11,,0.0015841522254049778,,1829
,,,,6e-05,1839
0.0,11,,0.0010406938381493092,,1839
,,,,6e-05,1849
0.23545792698860168,11,,0.23281431198120117,,1849
,,,,6e-05,1859
0.0,11,,0.0002028961607720703,,1859
,,,,6e-05,1869
0.0,11,,0.00015296204946935177,,1869
,,,,6e-05,1879
0.26526716351509094,11,,0.041995346546173096,,1879
,,,,6e-05,1889
0.0,11,,0.0003058275324292481,,1889
,,,,6e-05,1899
0.2646937072277069,11,,0.04942876100540161,,1899
,11,0.03428148105740547,,,1907
,,,,6e-05,1909
0.0,12,,0.0013470083940774202,,1909
,,,,6e-05,1919
0.0,12,,0.0006046751514077187,,1919
,,,,6e-05,1929
0.0,12,,0.00026706792414188385,,1929
,,,,6e-05,1939
0.263671875,12,,0.036716852337121964,,1939
,,,,6e-05,1949
0.0,12,,0.0007706442847847939,,1949
,,,,6e-05,1959
0.0,12,,0.0019340922590345144,,1959
,,,,6e-05,1969
0.23034274578094482,12,,0.06151638925075531,,1969
,,,,6e-05,1979
0.0,12,,0.000487052951939404,,1979
,,,,6e-05,1989
0.2690548896789551,12,,0.0740198865532875,,1989
,,,,6e-05,1999
0.0,12,,0.0006314029451459646,,1999
,,,,6e-05,2009
0.0,12,,0.0034920761827379465,,2009
,,,,6e-05,2019
0.0,12,,0.0012391742784529924,,2019
,,,,6e-05,2029
0.24001024663448334,12,,0.2560001611709595,,2029
,,,,6e-05,2039
0.0,12,,0.0008879182278178632,,2039
,,,,6e-05,2049
0.0,12,,0.0008517318638041615,,2049
,,,,6e-05,2059
0.0,12,,0.0004719718126580119,,2059
,12,0.036665983498096466,,,2066
,,,,6e-05,2069
0.5729166865348816,13,,0.044480100274086,,2069
,,,,6e-05,2079
0.0,13,,0.0016755776014178991,,2079
,,,,6e-05,2089
0.0,13,,0.004693938419222832,,2089
,,,,6e-05,2099
0.0,13,,0.00214146520011127,,2099
,,,,6e-05,2109
0.0,13,,0.0004183493438176811,,2109
,,,,6e-05,2119
0.0,13,,0.00040223097312264144,,2119
,,,,6e-05,2129
0.0,13,,0.000546727329492569,,2129
,,,,6e-05,2139
0.0,13,,0.003735676873475313,,2139
,,,,6e-05,2149
0.15888553857803345,13,,0.2175774723291397,,2149
,,,,6e-05,2159
0.0,13,,0.0012328110169619322,,2159
,,,,6e-05,2169
0.16140776872634888,13,,0.30891162157058716,,2169
,,,,6e-05,2179
0.0,13,,0.0006185992388054729,,2179
,,,,6e-05,2189
0.0,13,,0.001025201054289937,,2189
,,,,6e-05,2199
0.0,13,,0.0010366055648773909,,2199
,,,,6e-05,2209
0.0,13,,0.0004084806132595986,,2209
,,,,6e-05,2219
0.0,13,,0.001173325115814805,,2219
,13,0.026350878179073334,,,2225
,,,,6e-05,2229
0.0,14,,0.0009868943598121405,,2229
,,,,6e-05,2239
0.0,14,,0.001344563439488411,,2239
,,,,6e-05,2249
0.0,14,,0.0006167785031720996,,2249
,,,,6e-05,2259
0.0,14,,0.0027617085725069046,,2259
,,,,6e-05,2269
0.0,14,,0.00023170401982497424,,2269
,,,,6e-05,2279
0.0,14,,0.00018965345225296915,,2279
,,,,6e-05,2289
0.0,14,,0.0016090285498648882,,2289
,,,,6e-05,2299
0.23268580436706543,14,,0.038752373307943344,,2299
,,,,6e-05,2309
0.0,14,,0.0016950153512880206,,2309
,,,,6e-05,2319
0.21243351697921753,14,,0.10783353447914124,,2319
,,,,6e-05,2329
0.0,14,,0.0008265739306807518,,2329
,,,,6e-05,2339
0.0,14,,0.0006735793431289494,,2339
,,,,6e-05,2349
0.0,14,,0.0018117334693670273,,2349
,,,,6e-05,2359
0.0,14,,0.0008982494473457336,,2359
,,,,6e-05,2369
0.0,14,,0.0018501623999327421,,2369
,,,,6e-05,2379
0.1996753215789795,14,,0.0,,2379
,14,0.02276751585304737,,,2384
,,,,6e-05,2389
0.0,15,,0.0005498318932950497,,2389
,,,,6e-05,2399
0.0,15,,0.0004163770063314587,,2399
,,,,6e-05,2409
0.0,15,,0.00054229173110798,,2409
,,,,6e-05,2419
0.0,15,,0.0009987549856305122,,2419
,,,,6e-05,2429
0.0,15,,0.00013845370267517865,,2429
,,,,6e-05,2439
0.06420454382896423,15,,0.04895426332950592,,2439
,,,,6e-05,2449
0.0,15,,0.0004930756986141205,,2449
,,,,6e-05,2459
0.0,15,,0.001991650089621544,,2459
,,,,6e-05,2469
0.0,15,,0.0005580500001087785,,2469
,,,,6e-05,2479
0.0,15,,0.0004002721980214119,,2479
,,,,6e-05,2489
0.0,15,,0.0019844972994178534,,2489
,,,,6e-05,2499
0.11222825944423676,15,,0.0,,2499
,,,,6e-05,2509
0.0,15,,0.0007333310786634684,,2509
,,,,6e-05,2519
0.0,15,,0.001529616303741932,,2519
,,,,6e-05,2529
0.0,15,,0.00014819011266808957,,2529
,,,,6e-05,2539
0.0,15,,0.0005009018932469189,,2539
,15,0.016072649508714676,,,2543
,,,,6e-05,2549
0.0,16,,0.0006783428834751248,,2549
,,,,6e-05,2559
0.111328125,16,,0.2789464592933655,,2559
,,,,6e-05,2569
0.0,16,,0.0003567133389879018,,2569
,,,,6e-05,2579
0.0,16,,0.00021997449221089482,,2579
,,,,6e-05,2589
0.0,16,,0.002575870603322983,,2589
,,,,6e-05,2599
0.0,16,,0.002499652560800314,,2599
,,,,6e-05,2609
0.17613635957241058,16,,0.0,,2609
,,,,6e-05,2619
0.0,16,,0.00020503660198301077,,2619
,,,,6e-05,2629
0.1678779125213623,16,,0.025883980095386505,,2629
,,,,6e-05,2639
0.0,16,,0.0005675034481100738,,2639
,,,,6e-05,2649
0.1774764209985733,16,,0.051415279507637024,,2649
,,,,6e-05,2659
0.0,16,,0.005903349258005619,,2659
,,,,6e-05,2669
0.0,16,,0.000906340079382062,,2669
,,,,6e-05,2679
0.18382352590560913,16,,0.06654860079288483,,2679
,,,,6e-05,2689
0.19113869965076447,16,,0.0,,2689
,,,,6e-05,2699
0.0,16,,0.00018728108261711895,,2699
,16,0.026079269126057625,,,2702
,,,,6e-05,2709
0.0,17,,0.00033671592245809734,,2709
,,,,6e-05,2719
0.0,17,,0.0003892746171914041,,2719
,,,,6e-05,2729
0.0,17,,0.0005208438378758729,,2729
,,,,6e-05,2739
0.20777027308940887,17,,0.33404409885406494,,2739
,,,,6e-05,2749
0.0,17,,0.004782707896083593,,2749
,,,,6e-05,2759
0.0,17,,0.0004297835403122008,,2759
,,,,6e-05,2769
0.16697761416435242,17,,0.0,,2769
,,,,6e-05,2779
0.0,17,,0.00039576124981977046,,2779
,,,,6e-05,2789
0.0,17,,0.0007924748351797462,,2789
,,,,6e-05,2799
0.0,17,,0.0009989447426050901,,2799
,,,,6e-05,2809
0.0,17,,0.0009739134693518281,,2809
,,,,6e-05,2819
0.1805555522441864,17,,0.0,,2819
,,,,6e-05,2829
0.17322835326194763,17,,0.12594981491565704,,2829
,,,,6e-05,2839
0.0,17,,0.00044309714576229453,,2839
,,,,6e-05,2849
0.0,17,,0.000592899217735976,,2849
,,,,6e-05,2859
0.0,17,,0.0005273572169244289,,2859
,17,0.024096516892313957,,,2861
,,,,6e-05,2869
0.0,18,,0.000273395620752126,,2869
,,,,6e-05,2879
0.0,18,,0.0003538904129527509,,2879
,,,,6e-05,2889
0.0,18,,0.0003627424594014883,,2889
,,,,6e-05,2899
0.0,18,,0.0009196612518280745,,2899
,,,,6e-05,2909
0.0,18,,0.0005444812122732401,,2909
,,,,6e-05,2919
0.12715516984462738,18,,0.05589696019887924,,2919
,,,,6e-05,2929
0.0,18,,0.0012601580237969756,,2929
,,,,6e-05,2939
0.0,18,,0.0005234605050645769,,2939
,,,,6e-05,2949
0.0,18,,0.00040750985499471426,,2949
,,,,6e-05,2959
0.0,18,,0.00021037645637989044,,2959
,,,,6e-05,2969
0.0,18,,0.00043948704842478037,,2969
,,,,6e-05,2979
0.0,18,,0.00014568021288141608,,2979
,,,,6e-05,2989
0.13671875,18,,0.027939211577177048,,2989
,,,,6e-05,2999
0.15353260934352875,18,,0.3009052276611328,,2999
,,,,6e-05,3009
0.0,18,,0.0003474994737189263,,3009
,,,,6e-05,3019
0.0,18,,0.0010533577296882868,,3019
,18,0.012870301492512226,,,3020
,,,,6e-05,3029
0.0,19,,0.0004968683351762593,,3029
,,,,6e-05,3039
0.0,19,,0.0008031923789530993,,3039
,,,,6e-05,3049
0.0,19,,0.0010386612266302109,,3049
,,,,6e-05,3059
0.2291666716337204,19,,0.16051232814788818,,3059
,,,,6e-05,3069
0.0,19,,0.00034272021730430424,,3069
,,,,6e-05,3079
0.24735169112682343,19,,0.02682489901781082,,3079
,,,,6e-05,3089
0.0,19,,0.0010917003965005279,,3089
,,,,6e-05,3099
0.0,19,,0.00047438073670491576,,3099
,,,,6e-05,3109
0.0,19,,0.0005355100729502738,,3109
,,,,6e-05,3119
0.2130681872367859,19,,0.13084369897842407,,3119
,,,,6e-05,3129
0.0,19,,0.0005019436357542872,,3129
,,,,6e-05,3139
0.0,19,,0.0005277504678815603,,3139
,,,,6e-05,3149
0.19186046719551086,19,,0.12508997321128845,,3149
,,,,6e-05,3159
0.19761690497398376,19,,0.0,,3159
,,,,6e-05,3169
0.20385906100273132,19,,0.041846539825201035,,3169
,,,,6e-05,3179
0.20145440101623535,19,,0.37213075160980225,,3179
,19,0.021498268470168114,,,3179
